,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,under,over,over_under_tie_credit,under_result,over_result,to_spread,usd,cred,result,away_dogs_,away_dogs
2262,9/21/2008,2008,3,NE,MIA,NE,-12.5,37.0,,61.0,7.0,68.0,13.0,38.0,False,False,51.0,14.0,14.0,12.5,9/21/2008,9/21/2008,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,-37.5,100,0,100,-110,-110
2263,9/21/2008,2008,3,NYG,CIN,NYG,-13.0,42.5,,67.0,6.0,56.0,26.0,23.0,False,False,49.0,6.5,6.5,-10.0,9/21/2008,9/21/2008,6,44.5,40.5,100,-150,0,0,-50,-110,100,0,-110,100,-10.0,100,0,100,-110,-110
2264,9/21/2008,2008,3,PHI,PIT,PHI,-3.5,45.0,,66.0,5.0,65.0,15.0,6.0,False,False,21.0,-24.0,24.0,5.5,9/21/2008,9/21/2008,6,47.0,43.0,-150,100,0,0,-50,100,-110,0,100,-110,5.5,-110,0,-110,100,100
2265,9/21/2008,2008,3,SF,DET,SF,-5.0,47.0,,62.0,16.0,77.0,31.0,13.0,False,False,44.0,-3.0,3.0,13.0,9/21/2008,9/21/2008,6,49.0,45.0,-150,100,0,0,-50,100,-110,0,100,-110,13.0,-110,0,-110,100,100
2266,9/21/2008,2008,3,SEA,,SEA,-8.0,44.5,,55.0,6.0,87.0,37.0,13.0,False,False,50.0,5.5,5.5,16.0,9/21/2008,9/21/2008,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,16.0,-110,0,-110,100,100
2267,9/21/2008,2008,3,TEN,HOU,TEN,-5.0,40.0,,72.0,3.0,66.0,31.0,12.0,False,False,43.0,3.0,3.0,14.0,9/21/2008,9/21/2008,6,42.0,38.0,100,-150,0,0,-50,-110,100,0,-110,100,14.0,-110,0,-110,100,100
2268,9/21/2008,2008,3,WAS,ARI,WAS,-3.0,43.5,,68.0,4.0,60.0,24.0,17.0,False,False,41.0,-2.5,2.5,4.0,9/21/2008,9/21/2008,6,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,4.0,-110,0,-110,100,100
2269,9/28/2008,2008,4,CAR,ATL,CAR,-7.0,39.0,,70.0,4.0,77.0,24.0,9.0,False,False,33.0,-6.0,6.0,8.0,9/28/2008,9/28/2008,6,41.0,37.0,-150,100,0,0,-50,100,-110,0,100,-110,8.0,-110,0,-110,100,100
2271,9/28/2008,2008,4,CIN,CLE,CIN,-1.0,42.0,,68.0,8.0,65.0,12.0,20.0,False,False,32.0,-10.0,10.0,7.0,9/28/2008,9/28/2008,6,44.0,40.0,-150,100,0,0,-50,100,-110,0,100,-110,-9.0,100,0,100,-110,-110
2272,9/28/2008,2008,4,DAL,WAS,DAL,-10.0,47.0,,79.0,4.0,44.0,24.0,26.0,False,False,50.0,3.0,3.0,-8.0,9/28/2008,9/28/2008,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,-12.0,100,0,100,-110,-110
2273,9/28/2008,2008,4,JAX,HOU,JAX,-6.5,43.0,,76.0,5.0,57.0,30.0,27.0,False,False,57.0,14.0,14.0,-3.5,9/28/2008,9/28/2008,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,-3.5,100,0,100,-110,-110
2275,9/28/2008,2008,4,NO,SF,NO,-4.0,48.5,DOME,72.0,0.0,,31.0,17.0,False,False,48.0,-0.5,0.5,10.0,9/28/2008,9/28/2008,6,50.5,46.5,100,100,0,0,200,100,-110,0,100,-110,10.0,-110,0,-110,100,100
2276,9/28/2008,2008,4,NYJ,ARI,NYJ,-1.5,43.5,,69.0,6.0,89.0,56.0,35.0,False,False,91.0,47.5,47.5,19.5,9/28/2008,9/28/2008,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,19.5,-110,0,-110,100,100
2278,9/28/2008,2008,4,TB,GB,TB,-2.0,43.0,,77.0,6.0,68.0,30.0,21.0,False,False,51.0,8.0,8.0,7.0,9/28/2008,9/28/2008,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,7.0,-110,0,-110,100,100
2279,9/28/2008,2008,4,TEN,MIN,TEN,-3.0,35.0,,74.0,8.0,50.0,30.0,17.0,False,False,47.0,12.0,12.0,10.0,9/28/2008,9/28/2008,6,37.0,33.0,100,-150,0,0,-50,-110,100,0,-110,100,10.0,-110,0,-110,100,100
2280,9/29/2008,2008,4,PIT,BAL,PIT,-6.0,34.5,,63.0,6.0,77.0,23.0,20.0,False,False,43.0,8.5,8.5,-3.0,9/29/2008,9/29/2008,0,36.5,32.5,100,-150,0,0,-50,-110,100,0,-110,100,-3.0,100,0,100,-110,-110
2281,10/5/2008,2008,5,ARI,BUF,ARI,-2.5,44.5,DOME,72.0,0.0,,41.0,17.0,False,False,58.0,13.5,13.5,21.5,10/5/2008,10/5/2008,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,21.5,-110,0,-110,100,100
2283,10/5/2008,2008,5,CAR,KC,CAR,-10.0,38.0,,66.0,3.0,67.0,34.0,0.0,False,False,34.0,-4.0,4.0,24.0,10/5/2008,10/5/2008,6,40.0,36.0,-150,100,0,0,-50,100,-110,0,100,-110,24.0,-110,0,-110,100,100
2284,10/5/2008,2008,5,DAL,CIN,DAL,-16.0,46.0,,78.0,16.0,46.0,31.0,22.0,False,False,53.0,7.0,7.0,-7.0,10/5/2008,10/5/2008,6,48.0,44.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
2285,10/5/2008,2008,5,DEN,TB,DEN,-4.0,47.0,,61.0,14.0,44.0,16.0,13.0,False,False,29.0,-18.0,18.0,-1.0,10/5/2008,10/5/2008,6,49.0,45.0,-150,100,0,0,-50,100,-110,0,100,-110,-1.0,100,0,100,-110,-110
2287,10/5/2008,2008,5,GB,ATL,GB,-5.0,42.5,,47.0,7.0,74.0,24.0,27.0,False,False,51.0,8.5,8.5,-2.0,10/5/2008,10/5/2008,6,44.5,40.5,100,-150,0,0,-50,-110,100,0,-110,100,-8.0,100,0,100,-110,-110
2289,10/5/2008,2008,5,JAX,PIT,JAX,-5.0,37.0,,76.0,11.0,64.0,21.0,26.0,False,False,47.0,10.0,10.0,0.0,10/5/2008,10/5/2008,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,-10.0,100,0,100,-110,-110
2291,10/5/2008,2008,5,NYG,SEA,NYG,-6.5,43.5,,59.0,9.0,69.0,44.0,6.0,False,False,50.0,6.5,6.5,31.5,10/5/2008,10/5/2008,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,31.5,-110,0,-110,100,100
2292,10/5/2008,2008,5,PHI,WAS,PHI,-6.5,42.0,,62.0,6.0,65.0,17.0,23.0,False,False,40.0,-2.0,2.0,-0.5,10/5/2008,10/5/2008,6,44.0,40.0,-150,100,150,0,100,100,-110,0,100,-110,-12.5,100,0,100,-110,-110
2294,10/6/2008,2008,5,NO,MIN,NO,-3.0,47.0,DOME,72.0,0.0,,27.0,30.0,False,False,57.0,10.0,10.0,0.0,10/6/2008,10/6/2008,0,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
2297,10/12/2008,2008,6,DEN,JAX,DEN,-3.0,48.0,,40.0,11.0,90.0,17.0,24.0,False,False,41.0,-7.0,7.0,4.0,10/12/2008,10/12/2008,6,50.0,46.0,-150,100,0,0,-50,100,-110,0,100,-110,-10.0,100,0,100,-110,-110
2298,10/12/2008,2008,6,HOU,MIA,HOU,-3.0,44.5,DOME,72.0,0.0,,29.0,28.0,False,False,57.0,12.5,12.5,-2.0,10/12/2008,10/12/2008,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,-2.0,100,0,100,-110,-110
2299,10/12/2008,2008,6,IND,BAL,IND,-4.0,38.5,DOME,72.0,0.0,,31.0,3.0,False,False,34.0,-4.5,4.5,24.0,10/12/2008,10/12/2008,6,40.5,36.5,-150,100,0,0,-50,100,-110,0,100,-110,24.0,-110,0,-110,100,100
2300,10/12/2008,2008,6,MIN,DET,MIN,-13.0,45.5,DOME,72.0,0.0,,12.0,10.0,False,False,22.0,-23.5,23.5,-11.0,10/12/2008,10/12/2008,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,-11.0,100,0,100,-110,-110
2301,10/12/2008,2008,6,NO,OAK,NO,-7.0,47.5,DOME,72.0,0.0,,34.0,3.0,False,False,37.0,-10.5,10.5,24.0,10/12/2008,10/12/2008,6,49.5,45.5,-150,100,0,0,-50,100,-110,0,100,-110,24.0,-110,0,-110,100,100
2302,10/12/2008,2008,6,NYJ,CIN,NYJ,-8.0,42.5,,63.0,7.0,60.0,26.0,14.0,False,False,40.0,-2.5,2.5,4.0,10/12/2008,10/12/2008,6,44.5,40.5,-150,100,0,0,-50,100,-110,0,100,-110,4.0,-110,0,-110,100,100
2304,10/12/2008,2008,6,SEA,GB,SEA,-1.0,44.5,,50.0,4.0,61.0,17.0,27.0,False,False,44.0,-0.5,0.5,9.0,10/12/2008,10/12/2008,6,46.5,42.5,100,100,0,0,200,100,-110,0,100,-110,-11.0,100,0,100,-110,-110
2305,10/12/2008,2008,6,TB,CAR,TB,-1.0,36.5,,80.0,9.0,74.0,27.0,3.0,False,False,30.0,-6.5,6.5,23.0,10/12/2008,10/12/2008,6,38.5,34.5,-150,100,0,0,-50,100,-110,0,100,-110,23.0,-110,0,-110,100,100
2306,10/12/2008,2008,6,WAS,,WAS,-13.5,44.0,,65.0,3.0,59.0,17.0,19.0,False,False,36.0,-8.0,8.0,-11.5,10/12/2008,10/12/2008,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-15.5,100,0,100,-110,-110
2308,10/19/2008,2008,7,BUF,,BUF,-1.0,45.0,,43.0,4.0,60.0,23.0,14.0,False,False,37.0,-8.0,8.0,8.0,10/19/2008,10/19/2008,6,47.0,43.0,-150,100,0,0,-50,100,-110,0,100,-110,8.0,-110,0,-110,100,100
2309,10/19/2008,2008,7,CAR,NO,CAR,-3.0,44.5,,51.0,11.0,59.0,30.0,7.0,False,False,37.0,-7.5,7.5,20.0,10/19/2008,10/19/2008,6,46.5,42.5,-150,100,0,0,-50,100,-110,0,100,-110,20.0,-110,0,-110,100,100
2310,10/19/2008,2008,7,CHI,MIN,CHI,-3.0,38.0,,50.0,14.0,62.0,48.0,41.0,False,False,89.0,51.0,51.0,4.0,10/19/2008,10/19/2008,6,40.0,36.0,100,-150,0,0,-50,-110,100,0,-110,100,4.0,-110,0,-110,100,100
2313,10/19/2008,2008,7,HOU,DET,HOU,-11.5,47.5,DOME,72.0,0.0,,28.0,21.0,False,False,49.0,1.5,1.5,-4.5,10/19/2008,10/19/2008,6,49.5,45.5,100,100,0,0,200,-110,100,0,-110,100,-4.5,100,0,100,-110,-110
2315,10/19/2008,2008,7,MIA,BAL,MIA,-3.0,35.0,,77.0,10.0,73.0,13.0,27.0,False,False,40.0,5.0,5.0,11.0,10/19/2008,10/19/2008,6,37.0,33.0,100,-150,0,0,-50,-110,100,0,-110,100,-17.0,100,0,100,-110,-110
2316,10/19/2008,2008,7,NYG,SF,NYG,-10.0,47.0,,50.0,17.0,45.0,29.0,17.0,False,False,46.0,-1.0,1.0,2.0,10/19/2008,10/19/2008,6,49.0,45.0,100,100,0,0,200,100,-110,0,100,-110,2.0,-110,0,-110,100,100
2318,10/19/2008,2008,7,TB,SEA,TB,-11.5,40.5,,70.0,12.0,60.0,20.0,10.0,False,False,30.0,-10.5,10.5,-1.5,10/19/2008,10/19/2008,6,42.5,38.5,-150,100,0,0,-50,100,-110,0,100,-110,-1.5,100,0,100,-110,-110
2319,10/19/2008,2008,7,WAS,CLE,WAS,-7.0,42.0,,51.0,14.0,43.0,14.0,11.0,False,False,25.0,-17.0,17.0,-4.0,10/19/2008,10/19/2008,6,44.0,40.0,-150,100,0,0,-50,100,-110,0,100,-110,-4.0,100,0,100,-110,-110
2320,10/20/2008,2008,7,NE,DEN,NE,-3.0,48.0,,45.0,10.0,49.0,41.0,7.0,False,False,48.0,0.0,0.0,31.0,10/20/2008,10/20/2008,0,50.0,46.0,100,100,0,0,200,-110,-110,110,0,0,31.0,-110,0,-110,100,100
2321,10/26/2008,2008,8,BAL,OAK,BAL,-8.0,34.5,,52.0,7.0,72.0,29.0,10.0,False,False,39.0,4.5,4.5,11.0,10/26/2008,10/26/2008,6,36.5,32.5,100,-150,0,0,-50,-110,100,0,-110,100,11.0,-110,0,-110,100,100
2322,10/26/2008,2008,8,CAR,ARI,CAR,-5.5,43.0,,54.0,4.0,71.0,27.0,23.0,False,False,50.0,7.0,7.0,-1.5,10/26/2008,10/26/2008,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,-1.5,100,0,100,-110,-110
2323,10/26/2008,2008,8,DAL,TB,DAL,-1.5,40.5,,69.0,10.0,51.0,13.0,9.0,False,False,22.0,-18.5,18.5,2.5,10/26/2008,10/26/2008,6,42.5,38.5,-150,100,0,0,-50,100,-110,0,100,-110,2.5,-110,0,-110,100,100
2325,10/26/2008,2008,8,HOU,CIN,HOU,-9.0,45.5,DOME,72.0,0.0,,35.0,6.0,False,False,41.0,-4.5,4.5,20.0,10/26/2008,10/26/2008,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,20.0,-110,0,-110,100,100
2326,10/26/2008,2008,8,JAX,CLE,JAX,-7.0,42.0,,65.0,8.0,56.0,17.0,23.0,False,False,40.0,-2.0,2.0,-1.0,10/26/2008,10/26/2008,6,44.0,40.0,-150,100,150,0,100,100,-110,0,100,-110,-13.0,100,0,100,-110,-110
2327,10/26/2008,2008,8,MIA,BUF,MIA,-1.0,41.5,,78.0,6.0,84.0,25.0,16.0,False,False,41.0,-0.5,0.5,8.0,10/26/2008,10/26/2008,6,43.5,39.5,100,100,0,0,200,100,-110,0,100,-110,8.0,-110,0,-110,100,100
2328,10/26/2008,2008,8,NE,,NE,-9.0,41.0,,61.0,19.0,69.0,23.0,16.0,False,False,39.0,-2.0,2.0,-2.0,10/26/2008,10/26/2008,6,43.0,39.0,-150,100,150,0,100,100,-110,0,100,-110,-2.0,100,0,100,-110,-110
2330,10/26/2008,2008,8,NYJ,KC,NYJ,-14.0,41.0,,58.0,17.0,63.0,28.0,24.0,False,False,52.0,11.0,11.0,-10.0,10/26/2008,10/26/2008,6,43.0,39.0,100,-150,0,0,-50,-110,100,0,-110,100,-10.0,100,0,100,-110,-110
2331,10/26/2008,2008,8,PHI,ATL,PHI,-9.5,45.0,,54.0,10.0,70.0,27.0,14.0,False,False,41.0,-4.0,4.0,3.5,10/26/2008,10/26/2008,6,47.0,43.0,-150,100,0,0,-50,100,-110,0,100,-110,3.5,-110,0,-110,100,100
2332,10/26/2008,2008,8,PIT,NYG,PIT,-3.0,41.0,,48.0,13.0,64.0,14.0,21.0,False,False,35.0,-6.0,6.0,4.0,10/26/2008,10/26/2008,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,-10.0,100,0,100,-110,-110
2333,10/26/2008,2008,8,SF,SEA,SF,-5.5,41.5,,61.0,11.0,65.0,13.0,34.0,False,False,47.0,5.5,5.5,15.5,10/26/2008,10/26/2008,6,43.5,39.5,100,-150,0,0,-50,-110,100,0,-110,100,-26.5,100,0,100,-110,-110
2334,10/27/2008,2008,8,TEN,IND,TEN,-4.0,41.5,,50.0,13.0,38.0,31.0,21.0,False,False,52.0,10.5,10.5,6.0,10/27/2008,10/27/2008,0,43.5,39.5,100,-150,0,0,-50,-110,100,0,-110,100,6.0,-110,0,-110,100,100
2335,11/2/2008,2008,9,BUF,NYJ,BUF,-5.0,43.0,,38.0,8.0,69.0,17.0,26.0,False,False,43.0,0.0,0.0,4.0,11/2/2008,11/2/2008,6,45.0,41.0,100,100,0,0,200,-110,-110,110,0,0,-14.0,100,0,100,-110,-110
2336,11/2/2008,2008,9,CHI,DET,CHI,-12.5,43.5,,54.0,10.0,74.0,27.0,23.0,False,False,50.0,6.5,6.5,-8.5,11/2/2008,11/2/2008,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,-8.5,100,0,100,-110,-110
2338,11/2/2008,2008,9,CLE,BAL,CLE,-2.5,36.5,,46.0,5.0,79.0,27.0,37.0,False,False,64.0,27.5,27.5,7.5,11/2/2008,11/2/2008,6,38.5,34.5,100,-150,0,0,-50,-110,100,0,-110,100,-12.5,100,0,100,-110,-110
2339,11/2/2008,2008,9,DEN,MIA,DEN,-4.0,50.0,,59.0,13.0,29.0,17.0,26.0,False,False,43.0,-7.0,7.0,5.0,11/2/2008,11/2/2008,6,52.0,48.0,-150,100,0,0,-50,100,-110,0,100,-110,-13.0,100,0,100,-110,-110
2340,11/2/2008,2008,9,IND,NE,IND,-6.5,44.0,DOME,72.0,0.0,,18.0,15.0,False,False,33.0,-11.0,11.0,-3.5,11/2/2008,11/2/2008,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-3.5,100,0,100,-110,-110
2342,11/2/2008,2008,9,MIN,HOU,MIN,-5.5,47.0,DOME,72.0,0.0,,28.0,21.0,False,False,49.0,2.0,2.0,1.5,11/2/2008,11/2/2008,6,49.0,45.0,100,-150,0,150,100,-110,100,0,-110,100,1.5,-110,0,-110,100,100
2343,11/2/2008,2008,9,NYG,DAL,NYG,-8.5,42.0,,47.0,12.0,49.0,35.0,14.0,False,False,49.0,7.0,7.0,12.5,11/2/2008,11/2/2008,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,12.5,-110,0,-110,100,100
2346,11/2/2008,2008,9,TEN,GB,TEN,-3.5,41.0,,55.0,2.0,60.0,19.0,16.0,False,False,35.0,-6.0,6.0,-0.5,11/2/2008,11/2/2008,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,-0.5,100,0,100,-110,-110
2347,11/3/2008,2008,9,WAS,PIT,WAS,-2.5,37.0,,52.0,6.0,74.0,6.0,23.0,False,False,29.0,-8.0,8.0,14.5,11/3/2008,11/3/2008,0,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,-19.5,100,0,100,-110,-110
2348,11/6/2008,2008,10,CLE,DEN,CLE,-3.0,47.0,,56.0,6.0,66.0,30.0,34.0,False,False,64.0,17.0,17.0,1.0,11/6/2008,11/6/2008,3,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
2349,11/9/2008,2008,10,ATL,NO,ATL,-1.5,51.0,DOME,72.0,0.0,,34.0,20.0,False,False,54.0,3.0,3.0,12.5,11/9/2008,11/9/2008,6,53.0,49.0,100,-150,0,0,-50,-110,100,0,-110,100,12.5,-110,0,-110,100,100
2352,11/9/2008,2008,10,HOU,BAL,HOU,-2.5,44.0,DOME,72.0,0.0,,13.0,41.0,False,False,54.0,10.0,10.0,25.5,11/9/2008,11/9/2008,6,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,-30.5,100,0,100,-110,-110
2353,11/9/2008,2008,10,MIA,SEA,MIA,-7.5,42.0,,75.0,8.0,70.0,21.0,19.0,False,False,40.0,-2.0,2.0,-5.5,11/9/2008,11/9/2008,6,44.0,40.0,-150,100,150,0,100,100,-110,0,100,-110,-5.5,100,0,100,-110,-110
2354,11/9/2008,2008,10,MIN,GB,MIN,-2.5,44.5,DOME,72.0,0.0,,28.0,27.0,False,False,55.0,10.5,10.5,-1.5,11/9/2008,11/9/2008,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,-1.5,100,0,100,-110,-110
2355,11/9/2008,2008,10,NE,BUF,NE,-3.5,41.0,,56.0,12.0,69.0,20.0,10.0,False,False,30.0,-11.0,11.0,6.5,11/9/2008,11/9/2008,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,6.5,-110,0,-110,100,100
2356,11/9/2008,2008,10,NYJ,,NYJ,-9.5,43.5,,55.0,14.0,54.0,47.0,3.0,False,False,50.0,6.5,6.5,34.5,11/9/2008,11/9/2008,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,34.5,-110,0,-110,100,100
2358,11/9/2008,2008,10,PHI,NYG,PHI,-1.5,42.5,,52.0,12.0,63.0,31.0,36.0,False,False,67.0,24.5,24.5,3.5,11/9/2008,11/9/2008,6,44.5,40.5,100,-150,0,0,-50,-110,100,0,-110,100,-6.5,100,0,100,-110,-110
2359,11/9/2008,2008,10,PIT,IND,PIT,-3.5,39.0,,41.0,10.0,66.0,20.0,24.0,False,False,44.0,5.0,5.0,0.5,11/9/2008,11/9/2008,6,41.0,37.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.5,100,0,100,-110,-110
2360,11/10/2008,2008,10,ARI,SF,ARI,-9.5,47.5,DOME,72.0,0.0,,29.0,24.0,False,False,53.0,5.5,5.5,-4.5,11/10/2008,11/10/2008,0,49.5,45.5,100,-150,0,0,-50,-110,100,0,-110,100,-4.5,100,0,100,-110,-110
2361,11/13/2008,2008,11,NE,NYJ,NE,-3.5,42.5,,43.0,8.0,61.0,31.0,34.0,False,False,65.0,22.5,22.5,-0.5,11/13/2008,11/13/2008,3,44.5,40.5,100,-150,0,0,-50,-110,100,0,-110,100,-6.5,100,0,100,-110,-110
2362,11/16/2008,2008,11,ATL,DEN,ATL,-6.5,52.0,DOME,72.0,0.0,,20.0,24.0,False,False,44.0,-8.0,8.0,-2.5,11/16/2008,11/16/2008,6,54.0,50.0,-150,100,0,0,-50,100,-110,0,100,-110,-10.5,100,0,100,-110,-110
2363,11/16/2008,2008,11,CAR,DET,CAR,-14.0,40.5,,46.0,9.0,54.0,31.0,22.0,False,False,53.0,12.5,12.5,-5.0,11/16/2008,11/16/2008,6,42.5,38.5,100,-150,0,0,-50,-110,100,0,-110,100,-5.0,100,0,100,-110,-110
2365,11/16/2008,2008,11,GB,CHI,GB,-3.5,43.0,,32.0,11.0,67.0,37.0,3.0,False,False,40.0,-3.0,3.0,30.5,11/16/2008,11/16/2008,6,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,30.5,-110,0,-110,100,100
2366,11/16/2008,2008,11,IND,HOU,IND,-8.0,50.5,DOME,72.0,0.0,,33.0,27.0,False,False,60.0,9.5,9.5,-2.0,11/16/2008,11/16/2008,6,52.5,48.5,100,-150,0,0,-50,-110,100,0,-110,100,-2.0,100,0,100,-110,-110
2369,11/16/2008,2008,11,MIA,OAK,MIA,-10.0,37.5,,70.0,12.0,59.0,17.0,15.0,False,False,32.0,-5.5,5.5,-8.0,11/16/2008,11/16/2008,6,39.5,35.5,-150,100,0,0,-50,100,-110,0,100,-110,-8.0,100,0,100,-110,-110
2370,11/16/2008,2008,11,NYG,BAL,NYG,-7.0,40.0,,53.0,19.0,60.0,30.0,10.0,False,False,40.0,0.0,0.0,13.0,11/16/2008,11/16/2008,6,42.0,38.0,100,100,0,0,200,-110,-110,110,0,0,13.0,-110,0,-110,100,100
2371,11/16/2008,2008,11,PIT,,PIT,-4.5,40.5,,36.0,17.0,76.0,11.0,10.0,False,False,21.0,-19.5,19.5,-3.5,11/16/2008,11/16/2008,6,42.5,38.5,-150,100,0,0,-50,100,-110,0,100,-110,-3.5,100,0,100,-110,-110
2372,11/16/2008,2008,11,SF,,SF,-7.0,43.5,,62.0,4.0,66.0,35.0,16.0,False,False,51.0,7.5,7.5,12.0,11/16/2008,11/16/2008,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,12.0,-110,0,-110,100,100
2374,11/16/2008,2008,11,TB,MIN,TB,-5.5,38.5,,60.0,13.0,53.0,19.0,13.0,False,False,32.0,-6.5,6.5,0.5,11/16/2008,11/16/2008,6,40.5,36.5,-150,100,0,0,-50,100,-110,0,100,-110,0.5,-110,0,-110,100,100
2376,11/17/2008,2008,11,BUF,CLE,BUF,-5.0,40.0,,34.0,14.0,68.0,27.0,29.0,False,False,56.0,16.0,16.0,-3.0,11/17/2008,11/17/2008,0,42.0,38.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
2377,11/20/2008,2008,12,PIT,CIN,PIT,-11.5,34.5,,32.0,14.0,67.0,27.0,10.0,False,False,37.0,2.5,2.5,5.5,11/20/2008,11/20/2008,3,36.5,32.5,100,-150,0,0,-50,-110,100,0,-110,100,5.5,-110,0,-110,100,100
2379,11/23/2008,2008,12,ATL,CAR,ATL,-1.0,41.5,DOME,72.0,0.0,,45.0,28.0,False,False,73.0,31.5,31.5,16.0,11/23/2008,11/23/2008,6,43.5,39.5,100,-150,0,0,-50,-110,100,0,-110,100,16.0,-110,0,-110,100,100
2380,11/23/2008,2008,12,BAL,PHI,BAL,-2.0,39.5,,31.0,7.0,42.0,36.0,7.0,False,False,43.0,3.5,3.5,27.0,11/23/2008,11/23/2008,6,41.5,37.5,100,-150,0,0,-50,-110,100,0,-110,100,27.0,-110,0,-110,100,100
2381,11/23/2008,2008,12,CLE,HOU,CLE,-3.0,49.5,,24.0,7.0,66.0,6.0,16.0,False,False,22.0,-27.5,27.5,7.0,11/23/2008,11/23/2008,6,51.5,47.5,-150,100,0,0,-50,100,-110,0,100,-110,-13.0,100,0,100,-110,-110
2382,11/23/2008,2008,12,DAL,SF,DAL,-9.5,45.5,,59.0,13.0,60.0,35.0,22.0,False,False,57.0,11.5,11.5,3.5,11/23/2008,11/23/2008,6,47.5,43.5,100,-150,0,0,-50,-110,100,0,-110,100,3.5,-110,0,-110,100,100
2383,11/23/2008,2008,12,DEN,OAK,DEN,-9.0,43.5,,41.0,12.0,33.0,10.0,31.0,False,False,41.0,-2.5,2.5,12.0,11/23/2008,11/23/2008,6,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,-30.0,100,0,100,-110,-110
2385,11/23/2008,2008,12,JAX,MIN,JAX,-2.5,41.5,,49.0,9.0,74.0,12.0,30.0,False,False,42.0,0.5,0.5,15.5,11/23/2008,11/23/2008,6,43.5,39.5,100,100,0,0,200,-110,100,0,-110,100,-20.5,100,0,100,-110,-110
2389,11/23/2008,2008,12,TEN,NYJ,TEN,-5.5,41.0,,40.0,5.0,48.0,13.0,34.0,False,False,47.0,6.0,6.0,15.5,11/23/2008,11/23/2008,6,43.0,39.0,100,-150,0,0,-50,-110,100,0,-110,100,-26.5,100,0,100,-110,-110
2390,11/24/2008,2008,12,NO,GB,NO,-1.0,52.0,DOME,72.0,0.0,,51.0,29.0,False,False,80.0,28.0,28.0,21.0,11/24/2008,11/24/2008,0,54.0,50.0,100,-150,0,0,-50,-110,100,0,-110,100,21.0,-110,0,-110,100,100
2391,11/27/2008,2008,13,DAL,SEA,DAL,-12.0,46.5,,57.0,6.0,46.0,34.0,9.0,False,False,43.0,-3.5,3.5,13.0,11/27/2008,11/27/2008,3,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,13.0,-110,0,-110,100,100
2393,11/27/2008,2008,13,PHI,ARI,PHI,-3.0,49.0,,40.0,12.0,57.0,48.0,20.0,False,False,68.0,19.0,19.0,25.0,11/27/2008,11/27/2008,3,51.0,47.0,100,-150,0,0,-50,-110,100,0,-110,100,25.0,-110,0,-110,100,100
2394,11/30/2008,2008,13,BUF,SF,BUF,-6.5,43.0,,31.0,11.0,75.0,3.0,10.0,False,False,13.0,-30.0,30.0,0.5,11/30/2008,11/30/2008,6,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,-13.5,100,0,100,-110,-110
