,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,to_spread,usd,cred,result,against_home_dogs,away_Favs
317,10/8/2000,2000,6,PHI,WAS,WAS,-3.5,37.5,,48.0,12.0,57.0,14.0,17.0,False,False,31.0,-6.5,6.5,0.5,10/8/2000,10/8/2000,6,39.5,35.5,-150,100,0,0,-50,-0.5,100,0,100,-110,-110
318,10/8/2000,2000,6,SF,OAK,OAK,-4.5,48.5,,58.0,14.0,80.0,28.0,34.0,False,False,62.0,13.5,13.5,-1.5,10/8/2000,10/8/2000,6,50.5,46.5,100,-150,0,0,-50,1.5,-110,0,-110,100,100
320,10/15/2000,2000,7,ARI,PHI,PHI,-2.5,39.0,,71.0,4.0,36.0,14.0,33.0,False,False,47.0,8.0,8.0,-16.5,10/15/2000,10/15/2000,6,41.0,37.0,100,-150,0,0,-50,16.5,-110,0,-110,100,100
322,10/15/2000,2000,7,CHI,MIN,MIN,-6.0,44.0,,60.0,9.0,65.0,16.0,28.0,False,False,44.0,0.0,0.0,-6.0,10/15/2000,10/15/2000,6,46.0,42.0,100,100,0,0,200,6.0,-110,0,-110,100,100
327,10/15/2000,2000,7,NO,CAR,PICK,0.0,40.5,DOME,72.0,0.0,,24.0,6.0,False,False,30.0,-10.5,10.5,-18.0,10/15/2000,10/15/2000,6,42.5,38.5,-150,100,0,0,-50,-18.0,100,0,100,-110,-110
330,10/15/2000,2000,7,SEA,IND,IND,-5.5,44.0,,46.0,5.0,88.0,24.0,37.0,False,False,61.0,17.0,17.0,-7.5,10/15/2000,10/15/2000,6,46.0,42.0,100,-150,0,0,-50,7.5,-110,0,-110,100,100
334,10/22/2000,2000,8,ATL,NO,NO,-1.5,40.0,DOME,72.0,0.0,,19.0,21.0,False,False,40.0,0.0,0.0,-0.5,10/22/2000,10/22/2000,6,42.0,38.0,100,100,0,0,200,0.5,-110,0,-110,100,100
337,10/22/2000,2000,8,CIN,DEN,DEN,-10.0,43.0,,64.0,4.0,82.0,31.0,21.0,False,False,52.0,9.0,9.0,0.0,10/22/2000,10/22/2000,6,45.0,41.0,100,-150,0,0,-50,-20.0,100,0,100,-110,-110
340,10/22/2000,2000,8,JAX,WAS,WAS,-4.0,36.0,,72.0,10.0,82.0,16.0,35.0,False,False,51.0,15.0,15.0,-15.0,10/22/2000,10/22/2000,6,38.0,34.0,100,-150,0,0,-50,15.0,-110,0,-110,100,100
341,10/22/2000,2000,8,KC,,LAR,-7.0,56.0,,62.0,13.0,88.0,54.0,34.0,False,False,88.0,32.0,32.0,-13.0,10/22/2000,10/22/2000,6,58.0,54.0,100,-150,0,0,-50,-27.0,100,0,100,-110,-110
347,10/29/2000,2000,9,ARI,NO,NO,-6.0,41.0,,62.0,6.0,70.0,10.0,21.0,False,False,31.0,-10.0,10.0,-5.0,10/29/2000,10/29/2000,6,43.0,39.0,-150,100,0,0,-50,5.0,-110,0,-110,100,100
348,10/29/2000,2000,9,ATL,CAR,CAR,-3.0,45.5,DOME,72.0,0.0,,13.0,12.0,False,False,25.0,-20.5,20.5,2.0,10/29/2000,10/29/2000,6,47.5,43.5,-150,100,0,0,-50,-4.0,100,0,100,-110,-110
351,10/29/2000,2000,9,CLE,CIN,CIN,-3.0,35.5,,41.0,7.0,81.0,3.0,12.0,False,False,15.0,-20.5,20.5,-6.0,10/29/2000,10/29/2000,6,37.5,33.5,-150,100,0,0,-50,6.0,-110,0,-110,100,100
356,10/29/2000,2000,9,SF,,LAR,-7.0,63.0,,56.0,9.0,81.0,24.0,34.0,False,False,58.0,-5.0,5.0,-3.0,10/29/2000,10/29/2000,6,65.0,61.0,-150,100,0,0,-50,3.0,-110,0,-110,100,100
357,10/29/2000,2000,9,SEA,KC,KC,-4.0,43.0,,51.0,8.0,75.0,19.0,24.0,False,False,43.0,0.0,0.0,-1.0,10/29/2000,10/29/2000,6,45.0,41.0,100,100,0,0,200,1.0,-110,0,-110,100,100
360,11/5/2000,2000,10,ARI,WAS,WAS,-10.0,40.0,,59.0,7.0,69.0,16.0,15.0,False,False,31.0,-9.0,9.0,9.0,11/5/2000,11/5/2000,6,42.0,38.0,-150,100,0,0,-50,-11.0,100,0,100,-110,-110
361,11/5/2000,2000,10,ATL,TB,TB,-7.0,40.0,DOME,72.0,0.0,,14.0,27.0,False,False,41.0,1.0,1.0,-6.0,11/5/2000,11/5/2000,6,42.0,38.0,100,100,0,0,200,6.0,-110,0,-110,100,100
362,11/5/2000,2000,10,CHI,IND,IND,-7.0,45.0,,46.0,8.0,54.0,27.0,24.0,False,False,51.0,6.0,6.0,4.0,11/5/2000,11/5/2000,6,47.0,43.0,100,-150,0,0,-50,-10.0,100,0,100,-110,-110
363,11/5/2000,2000,10,CIN,BAL,BAL,-6.0,32.5,,44.0,7.0,65.0,7.0,27.0,False,False,34.0,1.5,1.5,-14.0,11/5/2000,11/5/2000,6,34.5,30.5,100,100,0,0,200,14.0,-110,0,-110,100,100
364,11/5/2000,2000,10,CLE,NYG,NYG,-10.0,33.5,,45.0,7.0,75.0,3.0,24.0,False,False,27.0,-6.5,6.5,-11.0,11/5/2000,11/5/2000,6,35.5,31.5,-150,100,0,0,-50,11.0,-110,0,-110,100,100
373,11/6/2000,2000,10,GB,MIN,MIN,-3.5,47.5,,49.0,17.0,68.0,26.0,20.0,False,False,46.0,-1.5,1.5,-2.5,11/6/2000,11/6/2000,0,49.5,45.5,100,100,0,0,200,-9.5,100,0,100,-110,-110
375,11/12/2000,2000,11,CAR,NO,NO,-2.0,37.5,,50.0,5.0,59.0,10.0,20.0,False,False,30.0,-7.5,7.5,-8.0,11/12/2000,11/12/2000,6,39.5,35.5,-150,100,0,0,-50,8.0,-110,0,-110,100,100
376,11/12/2000,2000,11,CLE,NE,NE,-7.0,32.0,,43.0,10.0,82.0,19.0,11.0,False,False,30.0,-2.0,2.0,-1.0,11/12/2000,11/12/2000,6,34.0,30.0,-150,100,150,0,100,-15.0,100,0,100,-110,-110
382,11/12/2000,2000,11,NYG,,LAR,-2.0,48.5,,50.0,15.0,76.0,24.0,38.0,False,False,62.0,13.5,13.5,-12.0,11/12/2000,11/12/2000,6,50.5,46.5,100,-150,0,0,-50,12.0,-110,0,-110,100,100
384,11/12/2000,2000,11,SF,KC,KC,-3.5,52.0,,48.0,8.0,72.0,21.0,7.0,False,False,28.0,-24.0,24.0,-10.5,11/12/2000,11/12/2000,6,54.0,50.0,-150,100,0,0,-50,-17.5,100,0,100,-110,-110
389,11/19/2000,2000,12,CHI,TB,TB,-8.0,36.0,,30.0,13.0,68.0,13.0,10.0,False,False,23.0,-13.0,13.0,5.0,11/19/2000,11/19/2000,6,38.0,34.0,-150,100,0,0,-50,-11.0,100,0,100,-110,-110
391,11/19/2000,2000,12,GB,IND,IND,-6.0,46.0,,26.0,10.0,79.0,26.0,24.0,False,False,50.0,4.0,4.0,4.0,11/19/2000,11/19/2000,6,48.0,44.0,100,-150,0,0,-50,-8.0,100,0,100,-110,-110
396,11/19/2000,2000,12,NO,OAK,OAK,-3.0,43.0,DOME,72.0,0.0,,22.0,31.0,False,False,53.0,10.0,10.0,-6.0,11/19/2000,11/19/2000,6,45.0,41.0,100,-150,0,0,-50,6.0,-110,0,-110,100,100
402,11/23/2000,2000,13,DAL,MIN,MIN,-7.0,48.0,,53.0,9.0,97.0,15.0,27.0,False,False,42.0,-6.0,6.0,-5.0,11/23/2000,11/23/2000,3,50.0,46.0,-150,100,0,0,-50,5.0,-110,0,-110,100,100
404,11/26/2000,2000,13,ARI,NYG,NYG,-6.0,39.0,,57.0,5.0,34.0,7.0,31.0,False,False,38.0,-1.0,1.0,-18.0,11/26/2000,11/26/2000,6,41.0,37.0,100,100,0,0,200,18.0,-110,0,-110,100,100
406,11/26/2000,2000,13,CIN,PIT,PIT,-4.0,34.0,,44.0,11.0,91.0,28.0,48.0,False,False,76.0,42.0,42.0,-16.0,11/26/2000,11/26/2000,6,36.0,32.0,100,-150,0,0,-50,16.0,-110,0,-110,100,100
408,11/26/2000,2000,13,JAX,TEN,TEN,-3.0,41.5,,60.0,7.0,89.0,16.0,13.0,False,False,29.0,-12.5,12.5,0.0,11/26/2000,11/26/2000,6,43.5,39.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
411,11/26/2000,2000,13,SEA,DEN,DEN,-3.0,45.5,,45.0,11.0,91.0,31.0,38.0,False,False,69.0,23.5,23.5,-4.0,11/26/2000,11/26/2000,6,47.5,43.5,100,-150,0,0,-50,4.0,-110,0,-110,100,100
414,11/27/2000,2000,13,CAR,GB,PICK,0.0,44.0,,47.0,6.0,71.0,31.0,14.0,False,False,45.0,1.0,1.0,-17.0,11/27/2000,11/27/2000,0,46.0,42.0,100,100,0,0,200,-17.0,100,0,100,-110,-110
416,12/3/2000,2000,14,ATL,SEA,PICK,0.0,42.0,DOME,72.0,0.0,,10.0,30.0,False,False,40.0,-2.0,2.0,-20.0,12/3/2000,12/3/2000,6,44.0,40.0,-150,100,150,0,100,20.0,-110,0,-110,100,100
418,12/3/2000,2000,14,CAR,,LAR,-8.0,58.0,,35.0,13.0,58.0,16.0,3.0,False,False,19.0,-39.0,39.0,-5.0,12/3/2000,12/3/2000,6,60.0,56.0,-150,100,0,0,-50,-21.0,100,0,100,-110,-110
419,12/3/2000,2000,14,CHI,GB,GB,-2.5,39.0,,30.0,8.0,64.0,6.0,28.0,False,False,34.0,-5.0,5.0,-19.5,12/3/2000,12/3/2000,6,41.0,37.0,-150,100,0,0,-50,19.5,-110,0,-110,100,100
422,12/3/2000,2000,14,NO,DEN,PICK,0.0,45.0,DOME,72.0,0.0,,23.0,38.0,False,False,61.0,16.0,16.0,-15.0,12/3/2000,12/3/2000,6,47.0,43.0,100,-150,0,0,-50,15.0,-110,0,-110,100,100
424,12/3/2000,2000,14,PHI,TEN,TEN,-3.0,36.5,,28.0,11.0,54.0,13.0,15.0,False,False,28.0,-8.5,8.5,1.0,12/3/2000,12/3/2000,6,38.5,34.5,-150,100,0,0,-50,-1.0,100,0,100,-110,-110
425,12/3/2000,2000,14,PIT,OAK,OAK,-3.0,42.0,,23.0,8.0,60.0,21.0,20.0,False,False,41.0,-1.0,1.0,2.0,12/3/2000,12/3/2000,6,44.0,40.0,100,100,0,0,200,-4.0,100,0,100,-110,-110
431,12/10/2000,2000,15,CLE,PHI,PHI,-14.0,35.5,,29.0,10.0,74.0,24.0,35.0,False,False,59.0,23.5,23.5,3.0,12/10/2000,12/10/2000,6,37.5,33.5,100,-150,0,0,-50,-3.0,100,0,100,-110,-110
432,12/10/2000,2000,15,DAL,WAS,WAS,-6.0,39.0,,54.0,12.0,91.0,32.0,13.0,False,False,45.0,6.0,6.0,-13.0,12/10/2000,12/10/2000,6,41.0,37.0,100,-150,0,0,-50,-25.0,100,0,100,-110,-110
443,12/16/2000,2000,16,PIT,WAS,WAS,-1.0,37.5,,37.0,9.0,79.0,24.0,3.0,False,False,27.0,-10.5,10.5,-20.0,12/16/2000,12/16/2000,5,39.5,35.5,-150,100,0,0,-50,-22.0,100,0,100,-110,-110
444,12/16/2000,2000,16,SEA,OAK,OAK,-6.0,47.5,,42.0,16.0,75.0,27.0,24.0,False,False,51.0,3.5,3.5,3.0,12/16/2000,12/16/2000,5,49.5,45.5,100,-150,0,0,-50,-9.0,100,0,100,-110,-110
445,12/17/2000,2000,16,ARI,BAL,BAL,-15.0,37.5,,55.0,4.0,39.0,7.0,13.0,False,False,20.0,-17.5,17.5,9.0,12/17/2000,12/17/2000,6,39.5,35.5,-150,100,0,0,-50,-9.0,100,0,100,-110,-110
448,12/17/2000,2000,16,CIN,JAX,JAX,-10.5,42.5,,22.0,21.0,81.0,17.0,14.0,False,False,31.0,-11.5,11.5,7.5,12/17/2000,12/17/2000,6,44.5,40.5,-150,100,0,0,-50,-13.5,100,0,100,-110,-110
449,12/17/2000,2000,16,CLE,TEN,TEN,-16.0,37.0,,34.0,22.0,93.0,0.0,24.0,False,False,24.0,-13.0,13.0,-8.0,12/17/2000,12/17/2000,6,39.0,35.0,-150,100,0,0,-50,8.0,-110,0,-110,100,100
450,12/17/2000,2000,16,DAL,NYG,NYG,-6.5,36.0,,32.0,10.0,48.0,13.0,17.0,False,False,30.0,-6.0,6.0,2.5,12/17/2000,12/17/2000,6,38.0,34.0,-150,100,0,0,-50,-2.5,100,0,100,-110,-110
451,12/17/2000,2000,16,KC,DEN,DEN,-3.0,47.0,,5.0,17.0,64.0,20.0,7.0,False,False,27.0,-20.0,20.0,-10.0,12/17/2000,12/17/2000,6,49.0,45.0,-150,100,0,0,-50,-16.0,100,0,100,-110,-110
457,12/18/2000,2000,16,TB,,LAR,-1.0,49.0,,47.0,9.0,54.0,38.0,35.0,False,False,73.0,24.0,24.0,-2.0,12/18/2000,12/18/2000,0,51.0,47.0,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
461,12/24/2000,2000,17,ATL,KC,KC,-4.5,40.5,DOME,72.0,0.0,,29.0,13.0,False,False,42.0,1.5,1.5,-11.5,12/24/2000,12/24/2000,6,42.5,38.5,100,100,0,0,200,-20.5,100,0,100,-110,-110
466,12/24/2000,2000,17,NE,MIA,MIA,-4.0,35.0,,26.0,12.0,56.0,24.0,27.0,False,False,51.0,16.0,16.0,1.0,12/24/2000,12/24/2000,6,37.0,33.0,100,-150,0,0,-50,-1.0,100,0,100,-110,-110
467,12/24/2000,2000,17,NO,,LAR,-3.5,56.0,DOME,72.0,0.0,,21.0,26.0,False,False,47.0,-9.0,9.0,-1.5,12/24/2000,12/24/2000,6,58.0,54.0,-150,100,0,0,-50,1.5,-110,0,-110,100,100
472,12/30/2000,2000,18,MIA,IND,IND,-1.5,42.0,,,,,23.0,17.0,False,True,40.0,-2.0,2.0,-4.5,12/30/2000,12/30/2000,5,44.0,40.0,-150,100,150,0,100,-7.5,100,0,100,-110,-110
473,12/30/2000,2000,18,NO,,LAR,-5.5,55.0,,,,,31.0,28.0,False,True,59.0,4.0,4.0,2.5,12/30/2000,12/30/2000,5,57.0,53.0,100,-150,0,0,-50,-8.5,100,0,100,-110,-110
475,12/31/2000,2000,18,PHI,TB,TB,-3.0,34.0,,,,,21.0,3.0,False,True,24.0,-10.0,10.0,-15.0,12/31/2000,12/31/2000,6,36.0,32.0,-150,100,0,0,-50,-21.0,100,0,100,-110,-110
480,1/14/2001,2000,20,NYG,MIN,MIN,-1.0,41.5,,,,,41.0,0.0,False,True,41.0,-0.5,0.5,-40.0,1/14/2001,1/14/2001,6,43.5,39.5,100,100,0,0,200,-42.0,100,0,100,-110,-110
484,9/9/2001,2001,1,BUF,NO,NO,-1.5,37.5,,80.0,12.0,58.0,6.0,24.0,False,False,30.0,-7.5,7.5,-16.5,9/9/2001,9/9/2001,6,39.5,35.5,-150,100,0,0,-50,16.5,-110,0,-110,100,100
485,9/9/2001,2001,1,CIN,NE,PICK,0.0,36.0,,75.0,11.0,84.0,23.0,17.0,False,False,40.0,4.0,4.0,-6.0,9/9/2001,9/9/2001,6,38.0,34.0,100,-150,0,0,-50,-6.0,100,0,100,-110,-110
486,9/9/2001,2001,1,CLE,SEA,SEA,-4.0,38.5,,79.0,14.0,68.0,6.0,9.0,False,False,15.0,-23.5,23.5,1.0,9/9/2001,9/9/2001,6,40.5,36.5,-150,100,0,0,-50,-1.0,100,0,100,-110,-110
487,9/9/2001,2001,1,DAL,TB,TB,-9.0,34.0,,75.0,13.0,78.0,6.0,10.0,False,False,16.0,-18.0,18.0,5.0,9/9/2001,9/9/2001,6,36.0,32.0,-150,100,0,0,-50,-5.0,100,0,100,-110,-110
490,9/9/2001,2001,1,KC,OAK,OAK,-3.0,43.0,,64.0,10.0,78.0,24.0,27.0,False,False,51.0,8.0,8.0,0.0,9/9/2001,9/9/2001,6,45.0,41.0,100,-150,0,0,-50,0.0,-110,110,0,-110,0
492,9/9/2001,2001,1,NYJ,IND,IND,-1.5,44.5,,76.0,12.0,70.0,24.0,45.0,False,False,69.0,24.5,24.5,-19.5,9/9/2001,9/9/2001,6,46.5,42.5,100,-150,0,0,-50,19.5,-110,0,-110,100,100
493,9/9/2001,2001,1,PHI,,LAR,-3.0,46.0,,76.0,8.0,74.0,17.0,20.0,False,False,37.0,-9.0,9.0,0.0,9/9/2001,9/9/2001,6,48.0,44.0,-150,100,0,0,-50,0.0,-110,110,0,-110,0
497,9/23/2001,2001,2,ARI,DEN,DEN,-8.5,45.0,,91.0,6.0,18.0,17.0,38.0,False,False,55.0,10.0,10.0,-12.5,9/23/2001,9/23/2001,6,47.0,43.0,100,-150,0,0,-50,12.5,-110,0,-110,100,100
499,9/23/2001,2001,2,CHI,MIN,MIN,-3.0,43.5,,61.0,9.0,86.0,17.0,10.0,False,False,27.0,-16.5,16.5,-4.0,9/23/2001,9/23/2001,6,45.5,41.5,-150,100,0,0,-50,-10.0,100,0,100,-110,-110
500,9/23/2001,2001,2,CIN,BAL,BAL,-7.0,33.5,,66.0,6.0,73.0,21.0,10.0,False,False,31.0,-2.5,2.5,-4.0,9/23/2001,9/23/2001,6,35.5,31.5,-150,100,0,0,-50,-18.0,100,0,100,-110,-110
501,9/23/2001,2001,2,CLE,DET,DET,-1.5,33.0,,63.0,9.0,69.0,24.0,14.0,False,False,38.0,5.0,5.0,-8.5,9/23/2001,9/23/2001,6,35.0,31.0,100,-150,0,0,-50,-11.5,100,0,100,-110,-110
502,9/23/2001,2001,2,DAL,,LAC,-3.5,34.0,,76.0,7.0,80.0,21.0,32.0,False,False,53.0,19.0,19.0,-7.5,9/23/2001,9/23/2001,6,36.0,32.0,100,-150,0,0,-50,7.5,-110,0,-110,100,100
507,9/23/2001,2001,2,NE,NYJ,NYJ,-1.5,38.5,,68.0,7.0,79.0,3.0,10.0,False,False,13.0,-25.5,25.5,-5.5,9/23/2001,9/23/2001,6,40.5,36.5,-150,100,0,0,-50,5.5,-110,0,-110,100,100
508,9/23/2001,2001,2,SF,,LAR,-6.0,50.0,,58.0,13.0,86.0,26.0,30.0,False,False,56.0,6.0,6.0,2.0,9/23/2001,9/23/2001,6,52.0,48.0,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
509,9/23/2001,2001,2,SEA,PHI,PHI,-2.5,37.0,,63.0,3.0,77.0,3.0,27.0,False,False,30.0,-7.0,7.0,-21.5,9/23/2001,9/23/2001,6,39.0,35.0,-150,100,0,0,-50,21.5,-110,0,-110,100,100
511,9/30/2001,2001,3,ARI,ATL,ATL,-3.0,42.0,,92.0,15.0,18.0,14.0,34.0,False,False,48.0,6.0,6.0,-17.0,9/30/2001,9/30/2001,6,44.0,40.0,100,-150,0,0,-50,17.0,-110,0,-110,100,100
512,9/30/2001,2001,3,BUF,PIT,PIT,-3.0,36.0,,53.0,6.0,66.0,3.0,20.0,False,False,23.0,-13.0,13.0,-14.0,9/30/2001,9/30/2001,6,38.0,34.0,-150,100,0,0,-50,14.0,-110,0,-110,100,100
513,9/30/2001,2001,3,CAR,GB,GB,-3.5,41.0,,57.0,11.0,61.0,7.0,28.0,False,False,35.0,-6.0,6.0,-17.5,9/30/2001,9/30/2001,6,43.0,39.0,-150,100,0,0,-50,17.5,-110,0,-110,100,100
516,9/30/2001,2001,3,MIN,TB,TB,-2.5,39.0,DOME,72.0,0.0,,20.0,16.0,False,False,36.0,-3.0,3.0,-1.5,9/30/2001,9/30/2001,6,41.0,37.0,-150,100,0,0,-50,-6.5,100,0,100,-110,-110
517,9/30/2001,2001,3,NE,IND,IND,-11.5,45.0,,55.0,22.0,69.0,44.0,13.0,False,False,57.0,12.0,12.0,-19.5,9/30/2001,9/30/2001,6,47.0,43.0,100,-150,0,0,-50,-42.5,100,0,100,-110,-110
521,9/30/2001,2001,3,WAS,KC,KC,-3.0,35.5,,57.0,17.0,59.0,13.0,45.0,False,False,58.0,22.5,22.5,-29.0,9/30/2001,9/30/2001,6,37.5,33.5,100,-150,0,0,-50,29.0,-110,0,-110,100,100
525,10/7/2001,2001,4,BUF,NYJ,NYJ,-4.5,36.0,,42.0,16.0,61.0,36.0,42.0,False,False,78.0,42.0,42.0,-1.5,10/7/2001,10/7/2001,6,38.0,34.0,100,-150,0,0,-50,1.5,-110,0,-110,100,100
526,10/7/2001,2001,4,CLE,,LAC,-3.0,35.0,,44.0,14.0,52.0,20.0,16.0,False,False,36.0,1.0,1.0,-1.0,10/7/2001,10/7/2001,6,37.0,33.0,100,100,0,0,200,-7.0,100,0,100,-110,-110
535,10/7/2001,2001,4,SEA,JAX,JAX,-3.5,35.0,,52.0,8.0,75.0,24.0,15.0,False,False,39.0,4.0,4.0,-5.5,10/7/2001,10/7/2001,6,37.0,33.0,100,-150,0,0,-50,-12.5,100,0,100,-110,-110
537,10/8/2001,2001,4,DET,,LAR,-12.5,48.5,DOME,72.0,0.0,,0.0,35.0,False,False,35.0,-13.5,13.5,-22.5,10/8/2001,10/8/2001,0,50.5,46.5,-150,100,0,0,-50,22.5,-110,0,-110,100,100
538,10/14/2001,2001,5,ATL,SF,SF,-3.0,43.5,DOME,72.0,0.0,,31.0,37.0,False,False,68.0,24.5,24.5,-3.0,10/14/2001,10/14/2001,6,45.5,41.5,100,-150,0,0,-50,3.0,-110,0,-110,100,100
539,10/14/2001,2001,5,CAR,NO,NO,-5.0,39.5,,70.0,15.0,84.0,25.0,27.0,False,False,52.0,12.5,12.5,3.0,10/14/2001,10/14/2001,6,41.5,37.5,100,-150,0,0,-50,-3.0,100,0,100,-110,-110
542,10/14/2001,2001,5,GB,BAL,PICK,0.0,34.0,,53.0,12.0,80.0,31.0,23.0,False,False,54.0,20.0,20.0,-8.0,10/14/2001,10/14/2001,6,36.0,32.0,100,-150,0,0,-50,-8.0,100,0,100,-110,-110
546,10/14/2001,2001,5,NE,,LAC,-3.0,36.0,,54.0,10.0,10.0,29.0,26.0,False,False,55.0,19.0,19.0,0.0,10/14/2001,10/14/2001,6,38.0,34.0,100,-150,0,0,-50,-6.0,100,0,100,-110,-110
547,10/14/2001,2001,5,NYJ,MIA,MIA,-3.0,38.0,,62.0,11.0,80.0,21.0,17.0,False,False,38.0,0.0,0.0,-1.0,10/14/2001,10/14/2001,6,40.0,36.0,100,100,0,0,200,-7.0,100,0,100,-110,-110
548,10/14/2001,2001,5,SEA,DEN,DEN,-6.0,44.0,,53.0,12.0,87.0,34.0,21.0,False,False,55.0,11.0,11.0,-7.0,10/14/2001,10/14/2001,6,46.0,42.0,100,-150,0,0,-50,-19.0,100,0,100,-110,-110
552,10/21/2001,2001,6,ARI,KC,KC,-2.0,41.0,,79.0,7.0,23.0,24.0,16.0,False,False,40.0,-1.0,1.0,-6.0,10/21/2001,10/21/2001,6,43.0,39.0,100,100,0,0,200,-10.0,100,0,100,-110,-110
554,10/21/2001,2001,6,CLE,BAL,BAL,-7.5,33.0,,60.0,15.0,71.0,24.0,14.0,False,False,38.0,5.0,5.0,-2.5,10/21/2001,10/21/2001,6,35.0,31.0,100,-150,0,0,-50,-17.5,100,0,100,-110,-110
555,10/21/2001,2001,6,DET,TEN,TEN,-5.5,38.5,DOME,72.0,0.0,,24.0,27.0,False,False,51.0,12.5,12.5,2.5,10/21/2001,10/21/2001,6,40.5,36.5,100,-150,0,0,-50,-2.5,100,0,100,-110,-110
557,10/21/2001,2001,6,MIN,GB,GB,-3.0,47.5,DOME,72.0,0.0,,35.0,13.0,False,False,48.0,0.5,0.5,-19.0,10/21/2001,10/21/2001,6,49.5,45.5,100,100,0,0,200,-25.0,100,0,100,-110,-110
559,10/21/2001,2001,6,NYJ,,LAR,-7.0,46.5,,64.0,10.0,55.0,14.0,34.0,False,False,48.0,1.5,1.5,-13.0,10/21/2001,10/21/2001,6,48.5,44.5,100,100,0,0,200,13.0,-110,0,-110,100,100
561,10/21/2001,2001,6,WAS,CAR,CAR,-3.5,36.0,,62.0,9.0,68.0,17.0,14.0,False,False,31.0,-5.0,5.0,0.5,10/21/2001,10/21/2001,6,38.0,34.0,-150,100,0,0,-50,-6.5,100,0,100,-110,-110
563,10/25/2001,2001,7,KC,IND,IND,-3.0,47.5,,48.0,16.0,50.0,28.0,35.0,False,False,63.0,15.5,15.5,-4.0,10/25/2001,10/25/2001,3,49.5,45.5,100,-150,0,0,-50,4.0,-110,0,-110,100,100
565,10/28/2001,2001,7,CAR,NYJ,NYJ,-2.5,39.0,,40.0,8.0,52.0,12.0,13.0,False,False,25.0,-14.0,14.0,1.5,10/28/2001,10/28/2001,6,41.0,37.0,-150,100,0,0,-50,-1.5,100,0,100,-110,-110
567,10/28/2001,2001,7,DAL,ARI,ARI,-3.0,38.0,,58.0,12.0,52.0,17.0,3.0,False,False,20.0,-18.0,18.0,-11.0,10/28/2001,10/28/2001,6,40.0,36.0,-150,100,0,0,-50,-17.0,100,0,100,-110,-110
571,10/28/2001,2001,7,SEA,MIA,MIA,-2.5,36.5,,40.0,5.0,91.0,20.0,24.0,False,False,44.0,7.5,7.5,-1.5,10/28/2001,10/28/2001,6,38.5,34.5,100,-150,0,0,-50,1.5,-110,0,-110,100,100
573,10/28/2001,2001,7,WAS,NYG,NYG,-7.5,33.5,,46.0,15.0,46.0,35.0,21.0,False,False,56.0,22.5,22.5,-6.5,10/28/2001,10/28/2001,6,35.5,31.5,100,-150,0,0,-50,-21.5,100,0,100,-110,-110
575,11/4/2001,2001,8,ARI,PHI,PHI,-7.0,39.5,,83.0,12.0,30.0,7.0,21.0,False,False,28.0,-11.5,11.5,-7.0,11/4/2001,11/4/2001,6,41.5,37.5,-150,100,0,0,-50,7.0,-110,0,-110,100,100
577,11/4/2001,2001,8,BUF,IND,IND,-3.0,44.5,,48.0,14.0,76.0,14.0,30.0,False,False,44.0,-0.5,0.5,-13.0,11/4/2001,11/4/2001,6,46.5,42.5,100,100,0,0,200,13.0,-110,0,-110,100,100
586,11/4/2001,2001,8,WAS,SEA,SEA,-2.5,37.0,,58.0,9.0,47.0,27.0,14.0,False,False,41.0,4.0,4.0,-10.5,11/4/2001,11/4/2001,6,39.0,35.0,100,-150,0,0,-50,-15.5,100,0,100,-110,-110
588,11/11/2001,2001,9,ARI,NYG,NYG,-5.5,37.5,,73.0,6.0,40.0,10.0,17.0,False,False,27.0,-10.5,10.5,-1.5,11/11/2001,11/11/2001,6,39.5,35.5,-150,100,0,0,-50,1.5,-110,0,-110,100,100
590,11/11/2001,2001,9,CHI,GB,GB,-2.5,37.5,,44.0,10.0,66.0,12.0,20.0,False,False,32.0,-5.5,5.5,-5.5,11/11/2001,11/11/2001,6,39.5,35.5,-150,100,0,0,-50,5.5,-110,0,-110,100,100
591,11/11/2001,2001,9,CLE,PIT,PIT,-3.0,33.0,,44.0,14.0,70.0,12.0,15.0,False,False,27.0,-6.0,6.0,0.0,11/11/2001,11/11/2001,6,35.0,31.0,-150,100,0,0,-50,0.0,-110,110,0,-110,0
593,11/11/2001,2001,9,DET,TB,TB,-5.0,40.0,DOME,72.0,0.0,,17.0,20.0,False,False,37.0,-3.0,3.0,2.0,11/11/2001,11/11/2001,6,42.0,38.0,-150,100,0,0,-50,-2.0,100,0,100,-110,-110
600,11/11/2001,2001,9,SEA,OAK,OAK,-6.0,43.5,,49.0,5.0,79.0,34.0,27.0,False,False,61.0,17.5,17.5,-1.0,11/11/2001,11/11/2001,6,45.5,41.5,100,-150,0,0,-50,-13.0,100,0,100,-110,-110
